COD_CLI;STATUS;IFIN1;IFIN2;IFIN3;IFIN4;IFIN5;IFIN6;IFIN7;IFIN8;IFIN9;IFIN10;FATLIQ;REST_TIPO_1;REST_TIPO_2;REST_TIPO_3;REST_TIPO_4;REST_TIPO_5;UF;IDADE;RAMO;NUM_SOCIOS
2563;BOM;2.40;189.70;0.00;0.00;24.60;13.36;0.55;-15463.00;2.08;-1.68;1023.64;0;0;0;0;0;SP;46;7;2
2564;BOM;32.80;1571.80;25.16;0.00;0.60;13.45;3.80;445.20;3.33;2.52;1230.88;0;0;0;0;0;SP;64;7;2
2565;BOM;3.40;487.80;1.48;0.00;2.20;13.12;0.10;-143600.80;-4.58;-0.84;1579.42;0;0;0;0;0;SP;40;4;2
2566;BOM;7.00;422.76;7.40;0.00;1.70;12.90;1.95;-1251.60;-177.08;7.56;1133.54;0;0;0;0;0;SP;40;1;2
2567;BOM;15.30;455.28;59.20;1.84;2.70;13.77;0.65;359.80;-29.16;1.26;1001.66;0;0;0;0;0;SP;22;5;3
2568;MAU;;;0.00;0.00;1.10;23.14;-0.20;1275.40;-5.41;-7.56;772.44;20;0;2;0;0;SP;22;7;4
2569;MAU;5.90;547.42;63.64;0.00;1.70;12.72;-0.05;203.00;-27.50;-2.94;1061.32;0;0;1;0;0;SP;22;8;2
2570;MAU;25.80;1376.68;35.52;0.00;647.80;12.28;0.45;697.20;71.66;-1.26;511.82;1;0;0;0;0;SP;22;2;3
2571;BOM;8.60;574.52;45.88;1.70;4.00;12.30;-0.15;527.80;-35.41;-0.84;574.62;0;0;0;0;0;SP;22;8;3
2572;MAU;5.80;542.00;0.00;0.00;2.20;14.05;3.95;-620.20;-41.66;-4.62;1249.72;0;0;0;0;0;SP;22;6;4
2573;MAU;3.70;341.46;2.96;0.00;25.70;12.31;3.80;-135170.00;-0.41;-6.72;904.32;0;0;0;2;0;SP;22;1;2
2574;MAU;39.40;612.46;41.44;0.00;0.70;16.25;-4.95;620.20;110.83;-1.68;2323.60;0;0;0;0;0;SP;22;6;4
2575;BOM;1.80;401.08;1.48;0.00;2.20;12.94;0.20;2322.60;23.33;-3.36;785.00;0;0;0;0;0;SP;38;5;2
2576;MAU;66.00;3300.78;162.80;0.00;1.00;11.93;-2.85;714.00;-130.41;-0.42;913.74;0;0;0;0;0;SP;22;6;3
2577;BOM;25.40;1100.26;14.80;0.00;6.80;11.76;-1.60;908.60;15.83;-0.84;339.12;0;0;0;0;0;SP;22;8;2
2578;BOM;2.50;428.18;0.00;0.00;1.10;13.28;0.95;-3554.60;-2087.50;4.20;637.42;0;0;0;0;0;SP;65;4;3
2579;BOM;5.70;574.52;38.48;0.00;1.80;13.94;2.00;376.60;-64.58;-0.84;2229.40;0;0;1;0;0;SP;22;6;4
2580;BOM;10.90;650.40;0.00;0.00;1.60;13.73;0.90;407.40;72.50;-0.84;1836.90;1;0;3;0;0;SP;55;3;3
2581;MAU;49.00;428.18;59.20;1.61;6.30;14.46;4.25;0.00;-38.75;-8.40;1146.10;2;0;0;0;7;SP;42;3;2
2582;BOM;8.30;243.90;2.96;0.00;2.50;14.81;5.45;-345.80;4.16;-2.10;1161.80;1;0;0;0;0;SP;21;4;2
2583;MAU;29.80;417.34;81.40;0.00;26.60;11.78;0.85;;-37.91;0.84;376.80;0;0;1;0;16;SP;21;5;2
2584;BOM;;;2.96;0.00;9.50;14.86;;456.40;22.91;-0.84;747.32;0;0;2;0;0;SP;21;3;2
2585;BOM;9.60;184.28;0.00;0.00;1.30;15.18;5.95;-2902.20;-7.08;-2.10;4355.18;0;0;0;0;7;SP;21;6;4
2586;BOM;14.70;48.78;0.00;0.00;6.50;13.04;1.05;-184.80;6.25;-6.30;2367.56;0;0;0;0;0;SP;21;2;2
2587;BOM;;;0.00;0.00;7.20;13.78;;478.80;19.58;-2.10;2756.92;0;0;2;0;0;SP;21;3;2
2588;MAU;23.60;1002.70;99.16;0.00;7.10;11.95;-2.60;2258.20;-62.08;-3.78;332.84;0;0;0;0;16;SP;39;4;3
2589;BOM;1.20;243.90;0.00;0.00;3.70;12.45;3.85;-287.00;35.83;-1.26;797.56;0;0;0;0;0;SP;21;6;2
2590;MAU;12.30;563.68;8.88;0.00;7.50;13.03;1.40;267.40;-37.08;-24.36;2524.56;5;0;0;0;0;SP;47;2;4
2591;BOM;5.30;574.52;39.96;0.00;2.90;12.87;0.65;432.60;-21.25;-0.84;3183.96;0;0;0;0;0;SP;41;4;3
2592;MAU;6.00;569.10;44.40;0.00;2.80;13.27;0.30;481.60;-41.25;-4.62;879.20;0;0;2;1;0;SP;42;5;3
2593;BOM;5.80;401.08;0.00;0.00;0.80;16.07;0.75;-6434.40;2.91;-0.84;4292.38;0;0;2;0;0;SP;39;1;3
2594;BOM;14.20;753.38;0.00;0.00;2.00;13.45;2.15;252.00;12.91;-0.84;4672.32;0;0;0;0;0;SP;21;6;2
2595;BOM;13.30;384.82;26.64;0.46;4.60;13.70;0.65;-4817.40;-17.08;-0.84;1340.78;0;0;0;1;0;SP;21;7;3
2596;BOM;15.90;178.86;2.96;0.00;3.10;16.11;1.10;-1419.60;-5.83;-3.36;734.76;0;0;0;0;0;MG;21;7;2
2597;MAU;8.50;330.62;66.60;0.09;2.00;15.30;2.25;;-23.75;-2.52;4119.68;0;0;0;0;16;SP;21;5;2
2598;BOM;7.00;525.74;19.24;0.00;1.00;15.63;2.60;-200.20;-0.41;1.68;1080.16;0;0;0;0;0;SP;31;4;2
2599;BOM;3.90;119.24;28.12;1.38;5.20;16.25;7.05;16.80;-8.75;-7.14;1202.62;7;0;6;1;0;SP;21;1;4
2600;MAU;22.90;970.18;41.44;0.81;1.10;14.01;-0.55;588.00;22.91;-0.84;2386.40;0;1;3;0;0;SP;21;3;4
2601;MAU;21.10;661.24;68.08;1.82;4.10;13.94;4.95;331.80;-36.25;-0.42;1168.08;0;0;0;0;0;SP;21;8;4
2602;MAU;18.70;639.56;97.68;0.71;0.80;14.77;0.10;490.00;-47.50;-0.84;1683.04;1;0;0;0;0;SP;21;5;3
2603;BOM;112.70;693.76;5.92;0.00;;12.00;1.70;484.40;139.58;7.14;4198.18;0;0;0;0;0;SP;55;7;2
2604;MAU;39.30;878.04;48.84;0.00;4.00;14.59;-1.90;389.20;-58.33;-2.94;1212.04;0;0;0;0;0;SP;21;2;4
2605;BOM;20.20;395.66;0.00;0.00;5.00;14.17;3.45;264.60;3.33;-4.20;3403.76;0;0;0;0;0;SP;44;5;2
2606;MAU;13.30;883.46;72.52;1.20;4.60;11.91;-0.85;651.00;-65.83;1.68;2829.14;33;0;1;0;0;SP;61;6;4
2607;BOM;6.60;346.88;0.00;0.00;1.80;12.86;-0.95;;-1633.33;-2.10;1827.48;0;0;0;0;0;SP;21;6;2
2608;BOM;7.00;102.98;2.96;0.00;19.20;12.86;2.85;-1043.00;0.41;-0.42;932.58;1;0;0;0;0;SP;21;8;4
2609;BOM;6.20;113.82;44.40;0.00;2.40;15.65;0.40;-1573.60;2.08;-0.84;2512.00;0;0;1;0;0;SP;39;6;4
2610;BOM;3.10;227.64;0.00;0.00;7.70;13.03;0.75;-1234.80;-1.25;-0.84;1296.82;0;0;0;0;0;SP;21;6;3
2611;MAU;18.70;509.48;53.28;0.00;;14.44;1.85;5.60;-34.16;4.20;785.00;14;0;4;0;7;SP;21;5;4
2612;MAU;;;185.00;0.00;1.60;12.98;-17.85;609.00;35.41;-2.94;1133.54;21;0;3;0;0;SP;55;3;3
2613;MAU;5.80;373.98;22.20;0.00;;17.90;2.35;-3514.00;-17.08;-0.42;1029.92;26;10;4;0;4;SP;21;4;2
2614;BOM;1.50;265.58;0.00;0.00;4.70;13.63;1.10;-3075.80;13.33;-3.36;1456.96;0;0;0;0;0;SP;60;3;2
2615;MAU;5.90;639.56;65.12;0.64;2.00;12.57;-0.55;1157.80;-91.66;-7.56;5407.08;0;0;0;0;0;SP;56;8;4
2616;MAU;13.50;471.54;0.00;;16.90;11.77;0.30;-645.40;-180.83;-10.50;1507.20;0;0;0;0;16;SP;52;8;4
2617;BOM;1.90;379.40;0.00;0.00;4.20;12.67;0.05;225.40;29.58;-3.36;1730.14;0;0;1;0;0;SP;51;3;3
2618;BOM;2.90;81.30;0.00;0.00;11.20;13.32;2.95;-16804.20;27.08;-0.84;910.60;0;0;0;0;0;SP;92;1;2
2619;MAU;2.70;287.26;14.80;0.00;45.90;12.31;0.05;-7611.80;-5.00;-2.10;4873.28;0;0;0;0;0;SP;45;5;2
2620;MAU;3.70;373.98;38.48;1.29;10.90;12.72;-0.60;-455.00;-14.16;0.84;872.92;0;0;0;0;0;SP;42;4;2
2621;BOM;161.90;4162.56;23.68;0.00;12.30;12.50;-4.90;644.00;-82.50;-12.18;1541.74;71;10;10;0;16;SP;72;6;2
2622;BOM;4.30;205.96;0.00;0.00;2.40;14.11;0.60;-208.60;39.58;1.68;4163.64;1;0;0;0;0;SP;67;5;2
2623;MAU;;;183.52;0.00;3.50;16.53;;838.60;-242.08;2.52;7215.72;0;0;0;0;16;SP;54;8;3
2624;BOM;2.20;444.44;8.88;0.00;15.60;12.97;-0.20;82.60;-7.50;-1.68;1023.64;0;0;0;0;0;SP;45;1;2
2625;BOM;8.20;70.46;0.00;0.00;1.40;15.92;-2.45;;9.16;0.00;2072.40;0;0;0;0;0;SP;43;2;4
2626;MAU;;;39.96;0.00;1.60;15.25;-11.80;463.40;-15.41;-5.04;1055.04;0;0;0;0;0;SP;43;2;4
2627;BOM;17.60;1035.22;0.00;0.00;6.20;12.48;0.55;483.00;8.33;-0.42;2216.84;0;0;0;0;0;SP;49;7;2
2628;MAU;7.60;764.22;193.88;0.00;1.30;12.89;0.55;3858.40;-170.41;-41.58;1111.56;0;0;0;0;0;SP;56;4;2
2629;BOM;14.80;872.62;17.76;;1.30;13.31;-1.55;;-19.58;-2.52;722.20;0;0;2;0;16;SP;50;7;2
2630;MAU;54.60;2249.30;170.20;0.67;4.10;12.69;1.15;637.00;196.66;-1.26;6895.44;0;0;0;3;0;SP;43;5;3
2631;BOM;1.50;216.80;0.00;0.00;0.40;13.21;3.65;-2294.60;145.00;0.00;1927.96;0;0;0;0;0;SP;38;4;4
2632;MAU;17.40;569.10;22.20;0.60;6.20;13.57;2.75;130.20;-92.91;-1.68;1051.90;0;0;0;1;0;SP;21;4;2
2633;BOM;22.30;585.36;50.32;0.51;1.90;15.38;2.45;-105.00;-27.08;-34.44;2596.78;0;0;1;0;0;SP;20;2;2
2634;BOM;41.00;1170.72;121.36;0.00;0.20;16.98;0.70;656.60;-69.58;6.72;1133.54;0;0;0;0;0;SP;20;5;2
2635;MAU;120.10;5046.02;109.52;2.07;1.60;13.57;-16.00;;-149.58;-1.68;684.52;0;0;0;0;0;SP;48;5;2
2636;MAU;4.40;623.30;32.56;0.00;1.20;12.31;-0.50;854.00;-51.66;-2.52;1193.20;0;0;0;1;0;SP;57;4;4
2637;MAU;53.60;726.28;81.40;0.00;18.80;11.64;-0.80;782.60;-48.33;-2.10;317.14;3;0;0;0;0;SP;44;6;2
2638;BOM;11.20;330.62;0.00;0.00;1.00;15.95;1.50;;-64.58;-0.84;6069.62;0;0;0;0;0;SP;44;7;3
2639;BOM;12.90;672.08;22.20;0.00;3.40;13.64;-0.50;593.60;-47.91;0.00;5491.86;0;0;1;0;0;SP;40;6;2
2640;MAU;117.40;1306.22;118.40;0.48;9.00;14.22;0.35;376.60;-49.58;-2.94;1865.16;0;0;1;0;0;SP;20;1;2
2641;BOM;10.50;254.74;26.64;0.00;2.90;13.40;1.40;;-10.41;-0.84;2436.64;0;0;0;0;0;SP;20;5;2
2642;BOM;7.70;607.04;0.00;0.00;0.20;13.17;6.15;32.20;-22.08;-3.36;2311.04;0;0;0;0;12;SP;20;7;4
2643;MAU;;;287.12;0.00;2.00;14.08;-24.25;665.00;-130.41;-0.84;2235.68;0;0;0;0;0;SP;20;4;3
2644;MAU;5.10;487.80;99.16;1.45;2.90;12.69;1.30;;-30.41;-2.10;1598.26;0;0;1;0;0;SP;20;4;2
2645;BOM;;;0.00;0.00;11.10;11.93;-8.15;1587.60;2.50;-1.68;2559.10;0;0;0;0;0;SP;20;3;4
2646;MAU;3.10;493.22;31.08;0.00;5.70;13.21;0.60;-687.40;-13.75;-4.62;606.02;0;0;0;0;0;SP;20;5;2
2647;MAU;25.50;742.54;54.76;0.00;2.00;13.22;9.15;562.80;-40.00;-5.04;2521.42;0;0;0;0;0;SP;59;1;4
2648;BOM;9.10;151.76;4.44;0.00;5.20;14.08;-0.45;642.60;3434.58;4.20;2091.24;0;0;0;0;0;SP;54;6;2
2649;BOM;1.20;276.42;0.00;0.00;2.40;11.77;-0.95;-44.80;239.16;-2.94;282.60;0;0;0;0;0;SP;52;3;2
2650;BOM;7.00;590.78;62.16;0.00;0.30;13.09;1.05;236.60;-22.91;-0.42;3771.14;0;0;0;0;0;SP;41;3;2
2651;MAU;5.00;281.84;7.40;0.00;1.20;13.52;1.75;-130.20;-26.66;-5.88;2596.78;0;0;0;0;0;SP;20;4;2
2652;BOM;15.60;205.96;0.00;0.00;2.30;16.29;0.50;1626.80;-2.91;6.30;1601.40;0;0;0;0;0;SP;20;5;4
2653;BOM;10.60;265.58;60.68;0.00;3.40;13.47;5.55;-362.60;-23.75;-0.84;1456.96;0;0;0;0;12;SP;20;1;2
2654;BOM;37.10;292.68;31.08;0.00;0.60;18.09;8.00;-124.60;-25.41;-0.84;1604.54;0;0;1;0;12;SP;20;1;4
2655;BOM;5.80;471.54;0.00;0.00;1.00;16.40;2.10;-362.60;17.91;-0.84;741.04;0;0;0;0;0;SP;20;1;2
2656;MAU;13.30;265.58;23.68;0.00;0.50;16.68;6.10;-581.00;0.00;-1.68;1199.48;4;0;5;0;12;SP;20;2;2
2657;MAU;114.50;2379.38;118.40;2.25;1.50;16.23;;379.40;-64.16;-6.30;1613.96;4;5;3;0;0;SP;19;5;3
2658;BOM;11.60;102.98;0.00;0.00;0.80;16.00;3.55;-281.40;-7.91;-1.26;3579.60;0;0;0;0;0;SP;20;3;2
2659;MAU;22.30;81.30;13.32;0.00;35.60;12.73;0.25;-474.60;-5.00;0.84;508.68;5;1;0;0;0;SP;19;2;4
2660;MAU;19.00;151.76;17.76;0.00;1.30;16.75;8.55;-931.00;-15.83;-3.36;4361.46;0;0;0;0;12;SP;19;3;4
2661;MAU;;;0.00;0.00;2.20;16.53;-3.60;394.80;-7.91;0.42;938.86;0;0;4;0;0;SP;19;3;4
2662;MAU;38.80;520.32;0.00;0.00;1.10;15.40;-0.65;648.20;-38.33;2.10;706.50;0;0;0;0;8;SP;19;5;4
2663;MAU;34.90;1653.10;23.68;0.00;2.10;12.64;-8.35;632.80;-10.41;4.20;1591.98;0;0;1;0;0;SP;48;6;2
2664;MAU;10.80;498.64;42.92;0.00;2.30;13.42;0.15;212.80;-28.33;-1.68;2285.92;0;0;0;0;0;SP;43;2;3
2665;BOM;0.30;514.90;0.00;0.00;0.70;11.73;0.05;596.40;28.33;-4.20;1234.02;0;0;0;0;0;SP;62;5;2
2666;BOM;3.90;287.26;14.80;0.00;3.00;13.53;1.40;-928.20;-5.00;-14.70;1463.24;0;0;0;0;0;SP;61;2;3
2667;MAU;46.90;1512.18;28.12;0.00;1.50;12.32;0.00;708.40;-255.00;2.10;1083.30;3;0;0;0;0;SP;53;2;2
2668;MAU;6.50;482.38;35.52;0.00;2.60;14.46;0.35;317.80;-28.33;-4.20;989.10;0;0;0;0;0;SP;42;8;2
2669;BOM;133.70;2509.46;57.72;1.06;2.30;14.11;-1.35;32657.80;-792.91;-1.26;1249.72;0;0;0;0;0;SP;51;8;3
2670;BOM;;;90.28;0.00;1.80;12.24;-1.55;742.00;5.41;-0.42;671.96;0;0;0;0;0;SP;44;2;2
2671;BOM;10.60;325.20;0.00;0.00;;14.76;1.15;567.00;-1.66;-1.68;1425.56;0;0;0;0;1;SP;41;3;2
2672;MAU;;;50.32;0.62;4.40;15.32;-5.75;;10.00;0.00;1158.66;0;0;9;0;0;SP;19;7;2
2673;MAU;12.90;758.80;23.68;0.00;0.60;13.49;0.25;;-80.83;-7.56;4634.64;0;0;0;0;0;SP;45;8;2
2674;MAU;15.50;628.72;75.48;1.27;3.00;12.77;0.05;0.00;-13.75;2.94;4581.26;0;0;4;0;0;SP;19;8;4
2675;MAU;4.10;222.22;2.96;0.00;6.80;13.74;4.00;-1054.20;0.83;-9.24;920.02;0;0;1;0;0;SP;43;3;2
2676;MAU;32.30;612.46;93.24;0.05;3.40;12.84;0.55;197.40;-85.83;7.56;668.82;0;0;0;1;0;SP;56;4;4
2677;BOM;5.80;531.16;10.36;0.00;4.20;12.36;0.60;50.40;13.75;-1.68;1340.78;0;0;0;0;0;SP;19;5;3
2678;BOM;2.60;227.64;0.00;0.00;3.20;14.07;1.00;-7438.20;17.91;-2.94;2706.68;0;0;0;0;0;SP;49;5;2
2679;BOM;4.70;569.10;16.28;0.00;1.00;14.06;2.90;350.00;50.00;-3.36;1391.02;0;0;0;0;0;SP;47;4;2
2680;MAU;5.60;390.24;65.12;0.00;0.60;13.90;1.45;11.20;-25.00;-4.62;891.76;0;0;0;0;0;SP;56;6;2
2681;MAU;61.30;1262.86;65.12;1.45;2.80;14.33;0.90;645.40;-20.83;2.52;1909.12;0;0;0;0;0;SP;37;5;4
2682;BOM;2.50;108.40;0.00;0.00;1.40;15.23;4.35;-1666.00;29.16;-41.16;932.58;0;0;0;0;0;SP;18;4;2
2683;BOM;4.00;704.60;105.08;1.91;0.50;11.68;-1.35;1394.40;285.83;0.00;1827.48;0;0;0;0;0;SP;48;7;4
2684;BOM;3.10;254.74;5.92;0.00;9.10;12.84;0.35;-2823.80;-5.00;-1.26;894.90;0;0;0;0;0;SP;43;1;4
2685;MAU;3.60;162.60;0.00;0.00;8.00;13.43;1.75;-208.60;7.08;-8.82;1127.26;0;0;0;1;0;SP;54;6;4
2686;MAU;32.80;1197.82;16.28;0.00;4.80;11.90;0.45;589.40;-11.25;-2.10;3334.68;2;0;0;0;8;SP;47;8;4
2687;BOM;189.80;368.56;2.96;0.00;0.00;26.18;0.70;126.00;-62.50;-2.94;7557.98;0;0;0;1;5;SP;18;6;4
2688;MAU;79.60;1674.78;118.40;0.58;26.70;12.86;-3.05;368.20;-65.83;-20.16;2647.02;1;0;16;0;0;SP;45;4;2
2689;BOM;2.50;205.96;0.00;0.00;13.00;13.11;2.75;-1351.00;5.41;-6.72;678.24;0;0;0;0;0;SP;57;3;4
2690;BOM;7.40;525.74;45.88;0.05;2.80;14.12;0.20;390.60;-45.41;0.00;1146.10;0;0;0;0;0;SP;44;4;4
2691;MAU;;;0.00;0.00;1.80;15.05;;792.40;-1.66;-2.10;2647.02;72;1;0;0;30;SP;51;6;2
2692;MAU;28.90;1268.28;20.72;0.00;2.60;12.53;-2.90;750.40;-30.41;-4.20;621.72;5;0;1;0;0;SP;55;2;2
2693;BOM;;;235.32;1.89;0.70;14.28;-3.80;586.60;41.66;4.62;1061.32;0;0;0;0;0;SP;44;6;3
2694;BOM;4.60;536.58;4.44;0.00;2.60;12.35;0.80;494.20;5.41;21.42;1334.50;0;0;0;0;0;SP;46;5;4
2695;MAU;7.10;655.82;0.00;0.00;;12.56;6.90;1216.60;-14.16;-0.42;433.32;61;0;33;0;12;MG;42;4;4
2696;MAU;7.80;330.62;8.88;0.00;3.70;14.11;2.45;-1090.60;14.58;-2.10;7466.92;0;0;0;0;0;SP;59;4;4
2697;MAU;5.40;173.44;11.84;0.00;5.20;16.79;5.40;-2273.60;-9.58;-0.84;3592.16;1;0;3;0;0;SP;18;3;4
2698;BOM;22.70;238.48;47.36;0.00;5.60;13.47;0.80;-445.20;-27.50;-6.72;1827.48;0;0;0;0;0;SP;50;3;2
2699;BOM;6.20;97.56;0.00;0.00;1.00;14.16;4.80;-4057.20;164.58;-1.68;1208.90;0;0;2;0;13;SP;18;4;3
2700;BOM;25.00;233.06;5.92;0.00;2.90;19.45;16.45;-376.60;-8.75;-0.84;963.98;0;0;0;0;0;SP;18;3;2
2701;MAU;;;11.84;0.00;0.80;15.20;;624.40;3.75;-0.84;2533.98;0;0;1;0;0;SP;18;2;4
2702;MAU;20.80;417.34;68.08;0.00;13.60;13.12;-0.65;177.80;-26.66;-5.04;2326.74;1;0;0;0;0;SP;46;5;4
2703;BOM;3.30;395.66;1.48;0.02;12.40;12.81;0.70;100.80;7.91;-1.26;1287.40;0;0;0;0;0;SP;47;3;4
2704;BOM;4.30;460.70;0.00;0.00;1.20;13.06;1.25;338.80;-11710.41;-2.52;5356.84;0;0;0;0;0;SP;41;5;3
2705;BOM;7.90;341.46;39.96;0.00;7.00;12.95;1.10;-112.00;-17.50;-1.26;4509.04;0;0;0;0;0;SP;55;4;2
2706;BOM;12.40;471.54;16.28;0.00;11.40;13.99;0.10;222.60;-5.83;-0.84;913.74;0;0;0;0;0;SP;51;2;3
2707;BOM;2.50;303.52;0.00;0.00;1.50;13.42;0.50;-680.40;41.66;-1.68;1472.66;0;0;0;0;0;SP;43;3;2
2708;BOM;6.00;406.50;10.36;0.00;4.10;14.08;0.40;431.20;-10.41;-2.10;1271.70;0;0;0;0;0;SP;49;3;2
2709;MAU;15.30;726.28;79.92;0.00;5.20;12.27;-0.25;648.20;-42.08;-3.78;1862.02;0;0;0;0;0;SP;52;5;2
2710;BOM;0.60;162.60;0.00;0.00;36.50;11.71;0.70;-2252.60;65.41;0.42;2446.06;0;2;0;0;0;SP;64;7;2
2711;BOM;4.80;227.64;0.00;0.00;6.80;14.42;0.30;-806.40;-2.50;-1.26;803.84;0;0;0;0;0;SP;43;3;2
2712;BOM;2.80;379.40;0.00;0.00;2.00;13.84;0.15;-37.80;31.66;3.36;938.86;0;0;0;0;0;SP;42;2;4
2713;BOM;2.70;449.86;34.04;0.99;2.00;12.17;0.20;1104.60;-27.08;-2.52;2025.30;0;0;1;0;0;SP;53;4;2
2714;BOM;4.00;504.06;0.00;0.00;0.30;14.43;0.90;107.80;21.66;-3.78;3202.80;0;0;0;0;0;SP;44;5;2
2715;BOM;5.30;384.82;1.48;0.00;1.50;14.88;-0.25;533.40;43.75;-5.88;4581.26;0;0;0;0;0;SP;47;3;4
2716;BOM;7.00;265.58;14.80;0.00;4.10;14.10;0.15;-1171.80;-10.00;-0.84;822.68;0;0;0;0;0;SP;41;4;2
2717;MAU;4.20;390.24;32.56;0.05;3.30;11.99;-0.30;824.60;-27.08;-1.26;2926.48;8;0;3;0;0;SP;18;3;3
2718;BOM;;;5.92;1.33;;13.40;7.30;2310.00;-7.08;-1.26;1224.60;14;1;2;0;5;SP;45;2;4
2719;BOM;5.20;336.04;19.24;0.83;7.70;13.30;0.35;64.40;-4.16;-2.10;1469.52;0;0;1;0;0;SP;42;5;4
2720;MAU;6.20;552.84;39.96;0.39;3.40;13.08;0.00;211.40;-10.00;-0.84;945.14;0;0;0;0;4;SP;40;6;3
2721;MAU;13.80;379.40;41.44;0.00;9.00;13.52;0.25;229.60;-19.16;-7.56;3475.98;0;0;1;0;0;SP;43;8;2
2722;MAU;2.20;498.64;48.84;1.29;1.60;13.08;0.30;-64.40;-25.00;1.26;1573.14;0;0;0;0;0;SP;65;2;2
2723;BOM;21.80;563.68;44.40;0.78;7.50;12.91;0.65;145.60;-39.58;0.84;675.10;0;0;0;0;15;SP;41;4;2
2724;BOM;2.90;189.70;0.00;0.00;2.40;14.41;0.15;-1227.80;101.25;0.00;1099.00;0;0;0;0;0;SP;51;5;2
2725;BOM;153.00;563.68;57.72;0.00;6.20;13.79;-0.70;586.60;-20.41;-4.20;1234.02;0;0;0;0;0;SP;41;1;4
2726;MAU;;;42.92;1.70;4.20;12.37;1.20;705.60;-137.50;-2.52;797.56;0;0;0;0;16;SP;55;8;3
2727;MAU;;;223.48;0.37;1.50;12.82;-8.25;788.20;17.91;1.68;1105.28;0;0;0;0;0;SP;50;1;2
2728;MAU;25.40;1018.96;2.96;0.07;1.90;13.39;1.10;602.00;-125.00;-4.20;1943.66;0;0;0;0;16;SP;47;4;3
2729;BOM;7.10;455.28;34.04;0.67;2.30;14.14;-0.15;634.20;-15.41;-2.52;2725.52;0;0;0;0;0;SP;58;4;4
2730;MAU;8.50;607.04;51.80;0.74;4.50;12.21;0.10;756.00;-27.50;0.84;1409.86;1;0;1;0;0;SP;71;7;3
2731;BOM;6.40;281.84;0.00;0.00;10.40;12.89;0.20;-4040.40;6.25;-1.68;5460.46;0;0;0;0;0;SP;46;4;2
2732;BOM;29.00;1046.06;14.80;0.00;2.60;13.66;-3.65;761.60;-15.83;-0.84;6534.34;0;0;0;0;0;SP;54;4;2
2733;BOM;24.30;271.00;19.24;0.18;0.50;15.10;0.40;243.60;-23.33;-13.44;1648.50;0;0;3;0;0;SP;18;3;4
2734;BOM;11.10;623.30;42.92;1.40;3.60;13.08;0.45;275.80;-73.33;0.42;1475.80;1;0;0;0;0;SP;51;5;2
2735;BOM;5.00;292.68;2.96;0.00;1.80;15.24;1.75;;1.25;-3.36;3541.92;0;0;0;0;0;SP;65;6;3
2736;MAU;170.10;487.80;42.92;0.00;173.40;12.57;0.05;274.40;18.75;-0.84;3661.24;0;0;0;0;0;SP;49;3;4
2737;MAU;14.30;661.24;54.76;0.00;1.40;12.64;2.05;1316.00;-40.41;-5.46;3042.66;1;0;10;0;0;SP;81;7;2
2738;BOM;185.20;2243.88;48.84;0.00;1.40;14.42;-6.75;688.80;-9.58;-7.98;1500.92;1;0;2;0;0;SP;52;4;3
2739;BOM;3.60;157.18;0.00;0.00;1.90;14.02;-0.30;380.80;78.75;-0.42;4207.60;0;0;0;0;0;SP;61;1;4
2740;MAU;16.00;758.80;44.40;0.41;4.40;12.30;0.55;-44.80;-12.50;0.84;3011.26;39;33;152;0;0;SP;61;5;3
2741;BOM;27.00;336.04;53.28;0.23;3.20;14.62;2.00;280.00;-31.25;0.00;4600.10;0;0;0;0;0;SP;44;7;4
2742;BOM;2.20;628.72;0.00;0.00;;12.46;0.50;;167.91;-1.68;1023.64;0;0;0;0;0;RJ;56;1;2
2743;BOM;9.30;710.02;44.40;0.00;1.20;12.30;-0.20;866.60;-68.33;-9.24;3827.66;0;0;0;0;0;SP;72;3;2
2744;MAU;7.90;780.48;38.48;0.00;3.20;12.18;-1.30;;-7.91;4.62;1752.12;0;0;0;0;0;SP;41;4;4
2745;MAU;50.40;1008.12;57.72;0.51;2.60;14.83;0.75;833.00;-48.33;-0.84;2003.32;2;0;0;0;0;SP;43;5;4
2746;BOM;113.10;368.56;60.68;0.00;;14.05;0.90;68.60;-35.83;-0.84;1990.76;2;0;12;0;7;SP;18;5;3
2747;MAU;60.80;1799.44;145.04;0.00;;13.92;-5.10;593.60;-100.83;-7.98;772.44;0;0;1;0;17;SP;18;6;2
2748;BOM;1.70;211.38;0.00;0.00;0.20;22.39;1.50;-3630.20;6.25;0.00;4879.56;0;0;0;0;7;SP;40;1;4
2749;MAU;139.20;2373.96;41.44;0.00;7.20;13.30;-3.50;;122.50;2.10;1111.56;0;0;0;0;0;SP;41;3;4
2750;BOM;4.10;298.10;0.00;0.00;1.00;15.19;5.30;-284.20;46.25;-4.62;719.06;0;0;0;0;12;SP;40;1;2
2751;BOM;9.70;650.40;79.92;0.00;2.60;13.21;-0.25;502.60;-56.25;-1.26;3639.26;0;0;0;0;0;SP;45;4;4
2752;MAU;;;106.56;2.00;3.30;13.81;-0.35;;-58.33;2.10;3102.32;0;0;2;2;0;SP;70;6;2
2753;MAU;15.60;899.72;85.84;0.76;1.80;13.56;-0.20;971.60;159.58;-1.68;693.94;0;0;0;0;0;SP;60;6;3
2754;BOM;1.10;260.16;0.00;0.00;3.30;12.84;0.10;505.40;40.00;-6.72;995.38;0;0;0;0;0;SP;48;4;2
